ImageId,Label
264,5.0
265,7.0
266,0.0
267,6.0
268,8.0
269,3.0
270,1.0
271,6.0
272,0.0
273,6.0
274,3.0
275,9.0
276,5.0
277,1.0
278,5.0
279,8.0
280,4.0
281,0.0
282,9.0
283,2.0
284,0.0
285,5.0
286,3.0
287,7.0
288,1.0
289,9.0
290,9.0
291,5.0
292,7.0
293,7.0
294,9.0
295,9.0
296,6.0
297,3.0
298,0.0
299,3.0
300,3.0
301,6.0
302,9.0
303,8.0
304,2.0
305,6.0
306,3.0
307,7.0
308,1.0
309,4.0
310,5.0
311,8.0
312,5.0
313,9.0
314,0.0
315,0.0
316,3.0
317,8.0
318,4.0
319,1.0
320,8.0
321,4.0
322,1.0
323,1.0
324,9.0
325,8.0
326,4.0
327,5.0
328,1.0
329,5.0
330,3.0
331,6.0
332,3.0
333,1.0
334,3.0
335,0.0
336,9.0
337,0.0
338,0.0
339,6.0
340,0.0
341,6.0
342,3.0
343,1.0
344,8.0
345,6.0
346,0.0
347,6.0
348,5.0
349,2.0
350,2.0
351,6.0
352,7.0
353,7.0
354,2.0
355,5.0
356,8.0
357,3.0
358,9.0
359,2.0
360,7.0
361,8.0
362,6.0
363,3.0
364,8.0
365,4.0
366,2.0
367,3.0
368,8.0
369,1.0
370,6.0
371,4.0
372,8.0
373,7.0
374,9.0
375,7.0
376,6.0
377,9.0
378,5.0
379,3.0
380,7.0
381,6.0
382,5.0
383,5.0
384,4.0
385,2.0
386,6.0
387,2.0
388,1.0
389,3.0
390,7.0
391,1.0
392,7.0
393,9.0
394,9.0
395,6.0
396,1.0
397,1.0
398,1.0
399,7.0
400,3.0
401,9.0
402,7.0
403,6.0
404,1.0
405,1.0
406,1.0
407,9.0
408,3.0
409,8.0
410,5.0
411,5.0
412,0.0
413,4.0
414,1.0
415,2.0
416,3.0
417,1.0
418,1.0
419,3.0
420,5.0
421,9.0
422,6.0
423,6.0
424,5.0
425,3.0
426,1.0
427,4.0
428,7.0
429,4.0
430,7.0
431,4.0
432,8.0
433,5.0
434,2.0
435,6.0
436,1.0
437,3.0
438,9.0
439,5.0
440,0.0
441,8.0
442,4.0
443,7.0
444,4.0
445,4.0
446,4.0
447,1.0
448,5.0
449,3.0
450,9.0
451,9.0
452,7.0
453,6.0
454,9.0
455,5.0
456,9.0
457,2.0
458,3.0
459,5.0
460,6.0
461,6.0
462,7.0
463,5.0
464,0.0
465,5.0
466,1.0
467,7.0
468,4.0
469,4.0
470,1.0
471,1.0
472,4.0
473,9.0
474,5.0
475,6.0
476,0.0
477,1.0
478,3.0
479,1.0
480,0.0
481,4.0
482,8.0
483,1.0
484,2.0
485,7.0
486,9.0
487,4.0
488,8.0
489,3.0
490,7.0
491,7.0
492,4.0
493,2.0
494,4.0
495,6.0
496,7.0
497,6.0
498,3.0
499,2.0
500,0.0
501,6.0
502,5.0
503,9.0
504,4.0
505,1.0
506,8.0
507,3.0
508,3.0
509,0.0
510,2.0
511,7.0
512,6.0
513,8.0
514,7.0
515,5.0
516,3.0
517,5.0
518,7.0
519,4.0
520,3.0
521,6.0
522,9.0
523,0.0
524,7.0
525,7.0
526,1.0
527,0.0
528,1.0
529,1.0
530,7.0
531,0.0
532,5.0
533,3.0
534,8.0
535,3.0
536,5.0
537,6.0
538,5.0
539,7.0
540,3.0
541,0.0
542,2.0
543,8.0
544,2.0
545,0.0
546,3.0
547,0.0
548,9.0
549,2.0
550,1.0
551,1.0
552,3.0
553,0.0
554,5.0
555,5.0
556,0.0
557,7.0
558,5.0
559,6.0
560,2.0
561,0.0
562,3.0
563,8.0
564,1.0
565,6.0
566,5.0
567,4.0
568,1.0
569,1.0
570,4.0
571,6.0
572,5.0
573,3.0
574,6.0
575,0.0
576,4.0
577,8.0
578,2.0
579,4.0
580,2.0
581,5.0
582,1.0
583,7.0
584,6.0
585,9.0
586,1.0
587,7.0
588,3.0
589,8.0
590,0.0
591,8.0
592,8.0
593,4.0
594,5.0
595,3.0
596,6.0
597,6.0
598,6.0
599,0.0
600,3.0
601,5.0
602,1.0
603,7.0
604,1.0
605,6.0
606,2.0
607,8.0
608,5.0
609,6.0
610,4.0
611,7.0
612,4.0
613,3.0
614,3.0
615,2.0
616,4.0
617,7.0
618,0.0
619,0.0
620,9.0
621,8.0
622,5.0
623,9.0
624,4.0
625,0.0
626,8.0
627,8.0
628,3.0
629,6.0
630,2.0
631,6.0
632,1.0
633,8.0
634,6.0
635,1.0
636,4.0
637,7.0
638,7.0
639,8.0
640,3.0
641,0.0
642,9.0
643,9.0
644,6.0
645,7.0
646,7.0
647,4.0
648,8.0
649,1.0
650,8.0
651,4.0
652,8.0
653,0.0
654,2.0
655,8.0
656,2.0
657,4.0
658,3.0
659,3.0
660,7.0
661,2.0
662,3.0
663,4.0
664,0.0
665,4.0
666,8.0
667,1.0
668,3.0
669,3.0
670,6.0
671,3.0
672,9.0
673,4.0
674,3.0
675,8.0
676,7.0
677,3.0
678,2.0
679,6.0
680,0.0
681,6.0
682,9.0
683,8.0
684,8.0
685,1.0
686,3.0
687,4.0
688,6.0
689,9.0
690,9.0
691,2.0
692,6.0
693,0.0
694,1.0
695,8.0
696,4.0
697,3.0
698,9.0
699,8.0
700,8.0
701,4.0
702,0.0
703,5.0
704,0.0
705,6.0
706,0.0
707,4.0
708,4.0
709,6.0
710,5.0
711,1.0
712,8.0
713,1.0
714,5.0
715,3.0
716,6.0
717,2.0
718,3.0
719,7.0
720,8.0
721,9.0
722,3.0
723,1.0
724,0.0
725,1.0
726,0.0
727,6.0
728,4.0
729,7.0
730,5.0
731,7.0
732,1.0
733,3.0
734,2.0
735,7.0
736,7.0
737,1.0
738,5.0
739,1.0
740,5.0
741,4.0
742,4.0
743,3.0
744,4.0
745,3.0
746,9.0
747,0.0
748,7.0
749,8.0
750,6.0
751,4.0
752,9.0
753,4.0
754,4.0
755,1.0
756,4.0
757,7.0
758,1.0
759,1.0
760,8.0
761,3.0
762,0.0
763,4.0
764,0.0
765,4.0
766,0.0
767,0.0
768,5.0
769,1.0
770,8.0
771,6.0
772,5.0
773,0.0
774,1.0
775,5.0
776,3.0
777,4.0
778,6.0
779,3.0
780,1.0
781,1.0
782,6.0
783,9.0
784,8.0
785,3.0
786,5.0
787,5.0
788,4.0
789,8.0
790,8.0
791,5.0
792,0.0
793,4.0
794,0.0
795,4.0
796,3.0
797,1.0
798,6.0
799,9.0
800,9.0
801,1.0
802,1.0
803,3.0
804,3.0
805,1.0
806,4.0
807,9.0
808,6.0
809,9.0
810,1.0
811,5.0
812,4.0
813,2.0
814,3.0
815,2.0
816,4.0
817,0.0
818,9.0
819,7.0
820,4.0
821,3.0
822,0.0
823,5.0
824,0.0
825,1.0
826,9.0
827,0.0
828,4.0
829,5.0
830,2.0
831,8.0
832,0.0
833,5.0
834,9.0
835,3.0
836,9.0
837,6.0
838,1.0
839,5.0
840,5.0
841,1.0
842,9.0
843,0.0
844,8.0
845,4.0
846,6.0
847,7.0
848,2.0
849,8.0
850,5.0
851,8.0
852,9.0
853,7.0
854,7.0
855,2.0
856,8.0
857,1.0
858,3.0
859,4.0
860,5.0
861,0.0
862,4.0
863,1.0
864,4.0
865,2.0
866,3.0
867,6.0
868,9.0
869,2.0
870,3.0
871,4.0
872,5.0
873,4.0
874,2.0
875,3.0
876,3.0
877,1.0
878,1.0
879,0.0
880,1.0
881,4.0
882,9.0
883,1.0
884,1.0
885,2.0
886,7.0
887,1.0
888,5.0
889,4.0
890,9.0
891,1.0
892,7.0
893,6.0
894,0.0
895,4.0
896,2.0
897,9.0
898,9.0
899,1.0
900,1.0
901,5.0
902,3.0
903,5.0
904,7.0
905,9.0
906,7.0
907,8.0
908,3.0
909,2.0
910,7.0
911,2.0
912,0.0
913,4.0
914,7.0
915,1.0
916,6.0
917,4.0
918,6.0
919,1.0
920,5.0
921,7.0
922,3.0
923,5.0
924,9.0
925,4.0
926,7.0
927,9.0
928,6.0
929,6.0
930,3.0
931,3.0
932,2.0
933,1.0
934,4.0
935,5.0
936,3.0
937,7.0
938,7.0
939,9.0
940,5.0
941,6.0
942,2.0
943,6.0
944,1.0
945,0.0
946,9.0
947,3.0
948,2.0
949,9.0
950,2.0
951,6.0
952,7.0
953,5.0
954,2.0
955,3.0
956,2.0
957,8.0
958,3.0
959,0.0
960,2.0
961,7.0
962,9.0
963,4.0
964,0.0
965,9.0
966,5.0
967,1.0
968,8.0
969,8.0
970,5.0
971,3.0
972,2.0
973,9.0
974,6.0
975,7.0
976,0.0
977,8.0
978,0.0
979,7.0
980,4.0
981,5.0
982,8.0
983,7.0
984,9.0
985,7.0
986,7.0
987,0.0
988,5.0
989,3.0
990,2.0
991,1.0
992,9.0
993,0.0
994,6.0
995,8.0
996,3.0
997,6.0
998,2.0
999,2.0
1000,9.0
1001,0.0
1002,7.0
1003,0.0
1004,7.0
1005,1.0
1006,3.0
1007,4.0
1008,6.0
1009,3.0
1010,9.0
1011,2.0
1012,6.0
1013,3.0
1014,7.0
1015,3.0
1016,7.0
1017,2.0
1018,3.0
1019,4.0
1020,9.0
1021,5.0
1022,9.0
1023,9.0
1024,6.0
1025,2.0
1026,6.0
1027,1.0
1028,5.0
1029,5.0
1030,1.0
1031,9.0
1032,1.0
1033,8.0
1034,9.0
1035,4.0
1036,5.0
1037,9.0
1038,5.0
1039,2.0
1040,0.0
1041,1.0
1042,6.0
1043,1.0
1044,9.0
1045,2.0
1046,2.0
1047,7.0
1048,7.0
1049,6.0
1050,6.0
1051,2.0
1052,6.0
1053,3.0
1054,5.0
1055,9.0
1056,1.0
1057,1.0
1058,3.0
1059,6.0
1060,3.0
1061,0.0
1062,0.0
1063,6.0
1064,0.0
1065,9.0
1066,4.0
1067,7.0
1068,0.0
1069,5.0
1070,9.0
1071,0.0
1072,8.0
1073,7.0
1074,6.0
1075,9.0
1076,2.0
1077,6.0
1078,1.0
1079,2.0
1080,9.0
1081,3.0
1082,0.0
1083,2.0
1084,3.0
1085,7.0
1086,7.0
1087,6.0
1088,6.0
1089,3.0
1090,1.0
1091,3.0
1092,1.0
1093,0.0
1094,1.0
1095,7.0
1096,6.0
1097,3.0
1098,3.0
1099,3.0
1100,3.0
1101,4.0
1102,2.0
1103,9.0
1104,1.0
1105,8.0
1106,2.0
1107,0.0
1108,6.0
1109,4.0
1110,6.0
1111,7.0
1112,2.0
1113,4.0
1114,1.0
1115,0.0
1116,5.0
1117,2.0
1118,6.0
1119,4.0
1120,9.0
1121,8.0
1122,5.0
1123,4.0
1124,1.0
1125,6.0
1126,3.0
1127,8.0
1128,6.0
1129,1.0
1130,2.0
1131,0.0
1132,8.0
1133,8.0
1134,0.0
1135,3.0
1136,6.0
1137,8.0
1138,7.0
1139,7.0
1140,7.0
1141,6.0
1142,0.0
1143,2.0
1144,1.0
1145,2.0
1146,8.0
1147,4.0
1148,5.0
1149,5.0
1150,3.0
1151,8.0
1152,7.0
1153,8.0
1154,4.0
1155,7.0
1156,4.0
1157,4.0
1158,1.0
1159,8.0
1160,0.0
1161,9.0
1162,1.0
1163,9.0
1164,0.0
1165,6.0
1166,4.0
1167,1.0
1168,2.0
1169,4.0
1170,5.0
1171,8.0
1172,2.0
1173,9.0
1174,1.0
1175,8.0
1176,2.0
1177,2.0
1178,7.0
1179,2.0
1180,5.0
1181,3.0
1182,8.0
1183,9.0
1184,4.0
1185,0.0
1186,7.0
1187,0.0
1188,3.0
1189,5.0
1190,9.0
1191,7.0
1192,3.0
1193,3.0
1194,8.0
1195,8.0
1196,9.0
1197,3.0
1198,2.0
1199,5.0
1200,4.0
1201,4.0
1202,8.0
1203,3.0
1204,0.0
1205,1.0
1206,7.0
1207,9.0
1208,6.0
1209,4.0
1210,0.0
1211,4.0
1212,7.0
1213,8.0
1214,4.0
1215,5.0
1216,9.0
1217,6.0
1218,7.0
1219,8.0
1220,2.0
1221,0.0
1222,0.0
1223,5.0
1224,0.0
1225,5.0
1226,9.0
1227,9.0
1228,9.0
1229,9.0
1230,5.0
1231,4.0
1232,3.0
1233,7.0
1234,5.0
1235,4.0
1236,6.0
1237,9.0
1238,5.0
1239,4.0
1240,9.0
1241,9.0
1242,5.0
1243,7.0
1244,8.0
1245,2.0
1246,4.0
1247,7.0
1248,4.0
1249,3.0
1250,8.0
1251,6.0
1252,6.0
1253,0.0
1254,4.0
1255,5.0
1256,5.0
1257,7.0
1258,6.0
1259,5.0
1260,5.0
1261,1.0
1262,9.0
1263,4.0
1264,2.0
1265,2.0
1266,1.0
1267,9.0
1268,9.0
1269,8.0
1270,1.0
1271,1.0
1272,8.0
1273,1.0
1274,0.0
1275,0.0
1276,4.0
1277,0.0
1278,2.0
1279,7.0
1280,6.0
1281,1.0
1282,4.0
1283,7.0
1284,0.0
1285,7.0
1286,1.0
1287,0.0
1288,3.0
1289,3.0
1290,1.0
1291,9.0
1292,8.0
1293,4.0
1294,6.0
1295,5.0
1296,9.0
1297,8.0
1298,6.0
1299,3.0
1300,6.0
1301,6.0
1302,6.0
1303,1.0
1304,1.0
1305,4.0
1306,0.0
1307,7.0
1308,8.0
1309,0.0
1310,4.0
1311,6.0
1312,7.0
1313,9.0
1314,5.0
1315,9.0
1316,6.0
1317,2.0
1318,4.0
1319,7.0
1320,5.0
1321,9.0
1322,8.0
1323,5.0
1324,1.0
1325,8.0
1326,0.0
1327,3.0
1328,6.0
1329,8.0
1330,1.0
1331,3.0
1332,6.0
1333,3.0
1334,1.0
1335,9.0
1336,1.0
1337,4.0
1338,5.0
1339,8.0
1340,2.0
1341,2.0
1342,9.0
1343,1.0
1344,3.0
1345,3.0
1346,0.0
1347,5.0
1348,6.0
1349,1.0
1350,8.0
1351,3.0
1352,6.0
1353,7.0
1354,2.0
1355,3.0
1356,2.0
1357,9.0
1358,2.0
1359,1.0
1360,5.0
1361,9.0
1362,8.0
1363,7.0
1364,3.0
1365,8.0
1366,4.0
1367,5.0
1368,8.0
1369,2.0
1370,1.0
1371,6.0
1372,7.0
1373,6.0
1374,1.0
1375,1.0
1376,0.0
1377,5.0
1378,0.0
1379,9.0
1380,1.0
1381,7.0
1382,4.0
1383,0.0
1384,8.0
1385,7.0
1386,5.0
1387,9.0
1388,8.0
1389,8.0
1390,7.0
1391,5.0
1392,4.0
1393,3.0
1394,7.0
1395,9.0
1396,4.0
1397,7.0
1398,2.0
1399,7.0
1400,4.0
1401,1.0
1402,5.0
1403,8.0
1404,2.0
1405,3.0
1406,5.0
1407,9.0
1408,8.0
1409,4.0
1410,5.0
1411,9.0
1412,1.0
1413,5.0
1414,1.0
1415,1.0
1416,3.0
1417,7.0
1418,5.0
1419,1.0
1420,7.0
1421,9.0
1422,2.0
1423,3.0
1424,6.0
1425,8.0
1426,8.0
1427,5.0
1428,0.0
1429,8.0
1430,8.0
1431,4.0
1432,7.0
1433,1.0
1434,9.0
1435,6.0
1436,8.0
1437,9.0
1438,4.0
1439,9.0
1440,9.0
1441,6.0
1442,3.0
1443,2.0
1444,7.0
1445,4.0
1446,8.0
1447,0.0
1448,4.0
1449,9.0
1450,0.0
1451,8.0
1452,8.0
1453,7.0
1454,0.0
1455,9.0
1456,0.0
1457,8.0
1458,7.0
1459,0.0
1460,8.0
1461,5.0
1462,3.0
1463,3.0
1464,6.0
1465,2.0
1466,5.0
1467,3.0
1468,1.0
1469,3.0
1470,3.0
1471,1.0
1472,0.0
1473,6.0
1474,5.0
1475,9.0
1476,3.0
1477,2.0
1478,9.0
1479,4.0
1480,8.0
1481,8.0
1482,7.0
1483,6.0
1484,4.0
1485,4.0
1486,0.0
1487,7.0
1488,5.0
1489,9.0
1490,6.0
1491,7.0
1492,3.0
1493,8.0
1494,9.0
1495,8.0
1496,0.0
1497,8.0
1498,6.0
1499,0.0
1500,3.0
1501,0.0
1502,1.0
1503,8.0
1504,2.0
1505,8.0
1506,6.0
1507,0.0
1508,1.0
1509,2.0
1510,0.0
1511,7.0
1512,3.0
1513,6.0
1514,9.0
1515,2.0
1516,3.0
1517,1.0
1518,7.0
1519,3.0
1520,9.0
1521,5.0
1522,9.0
1523,9.0
1524,1.0
1525,1.0
1526,5.0
1527,8.0
1528,3.0
1529,2.0
1530,5.0
1531,4.0
1532,1.0
1533,8.0
1534,4.0
1535,0.0
1536,7.0
1537,0.0
1538,9.0
1539,0.0
1540,0.0
1541,7.0
1542,1.0
1543,3.0
1544,5.0
1545,5.0
1546,8.0
1547,9.0
1548,7.0
1549,9.0
1550,4.0
1551,6.0
1552,0.0
1553,1.0
1554,9.0
1555,2.0
1556,7.0
1557,4.0
1558,8.0
1559,5.0
1560,0.0
1561,5.0
1562,9.0
1563,8.0
1564,7.0
1565,5.0
1566,0.0
1567,8.0
1568,9.0
1569,9.0
1570,6.0
1571,3.0
1572,0.0
1573,8.0
1574,7.0
1575,5.0
1576,2.0
1577,6.0
1578,1.0
1579,7.0
1580,2.0
1581,3.0
1582,8.0
1583,8.0
1584,1.0
1585,4.0
1586,6.0
1587,3.0
1588,4.0
1589,0.0
1590,2.0
1591,3.0
1592,6.0
1593,3.0
1594,3.0
1595,2.0
1596,9.0
1597,1.0
1598,3.0
1599,2.0
1600,5.0
1601,8.0
1602,7.0
1603,7.0
1604,6.0
1605,2.0
1606,0.0
1607,3.0
1608,2.0
1609,8.0
1610,1.0
1611,5.0
1612,4.0
1613,3.0
1614,3.0
1615,1.0
1616,9.0
1617,3.0
1618,2.0
1619,1.0
1620,1.0
1621,3.0
1622,6.0
1623,1.0
1624,3.0
1625,4.0
1626,4.0
1627,9.0
1628,6.0
1629,6.0
1630,7.0
1631,5.0
1632,9.0
1633,6.0
1634,6.0
1635,1.0
1636,0.0
1637,7.0
1638,8.0
1639,8.0
1640,8.0
1641,3.0
1642,7.0
1643,7.0
1644,7.0
1645,1.0
1646,4.0
1647,6.0
1648,1.0
1649,0.0
1650,0.0
1651,1.0
1652,7.0
1653,7.0
1654,8.0
1655,8.0
1656,9.0
1657,8.0
1658,2.0
1659,4.0
1660,8.0
1661,1.0
1662,3.0
1663,6.0
1664,1.0
1665,3.0
1666,3.0
1667,6.0
1668,6.0
1669,5.0
1670,8.0
1671,8.0
1672,5.0
1673,4.0
1674,5.0
1675,9.0
1676,8.0
1677,2.0
1678,0.0
1679,1.0
1680,3.0
1681,3.0
1682,5.0
1683,6.0
1684,3.0
1685,3.0
1686,6.0
1687,9.0
1688,3.0
1689,3.0
1690,7.0
1691,7.0
1692,5.0
1693,6.0
1694,5.0
1695,1.0
1696,7.0
1697,4.0
1698,5.0
1699,9.0
1700,0.0
1701,2.0
1702,8.0
1703,0.0
1704,9.0
1705,5.0
1706,3.0
1707,0.0
1708,8.0
1709,0.0
1710,7.0
1711,7.0
1712,1.0
1713,5.0
1714,4.0
1715,4.0
1716,9.0
1717,7.0
1718,0.0
1719,3.0
1720,1.0
1721,3.0
1722,3.0
1723,6.0
1724,2.0
1725,4.0
1726,2.0
1727,1.0
1728,6.0
1729,5.0
1730,9.0
1731,3.0
1732,4.0
1733,1.0
1734,9.0
1735,4.0
1736,0.0
1737,3.0
1738,5.0
1739,1.0
1740,0.0
1741,0.0
1742,5.0
1743,3.0
1744,9.0
1745,4.0
1746,9.0
1747,1.0
1748,0.0
1749,0.0
1750,5.0
1751,7.0
1752,1.0
1753,6.0
1754,8.0
1755,3.0
1756,7.0
1757,0.0
1758,3.0
1759,8.0
1760,2.0
1761,8.0
1762,6.0
1763,7.0
1764,9.0
1765,1.0
1766,8.0
1767,4.0
1768,5.0
1769,3.0
1770,1.0
1771,3.0
1772,2.0
1773,2.0
1774,5.0
1775,3.0
1776,8.0
1777,8.0
1778,2.0
1779,7.0
1780,4.0
1781,8.0
1782,5.0
1783,7.0
1784,0.0
1785,6.0
1786,6.0
1787,2.0
1788,3.0
1789,2.0
1790,2.0
1791,9.0
1792,1.0
1793,9.0
1794,6.0
1795,9.0
1796,2.0
1797,2.0
1798,6.0
1799,0.0
1800,4.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,3.0
1806,0.0
1807,4.0
1808,3.0
1809,6.0
1810,7.0
1811,8.0
1812,6.0
1813,0.0
1814,5.0
1815,1.0
1816,8.0
1817,5.0
1818,6.0
1819,0.0
1820,2.0
1821,7.0
1822,6.0
1823,1.0
1824,3.0
1825,9.0
1826,9.0
1827,3.0
1828,0.0
1829,3.0
1830,5.0
1831,9.0
1832,6.0
1833,8.0
1834,3.0
1835,1.0
1836,0.0
1837,0.0
1838,9.0
1839,0.0
1840,6.0
1841,6.0
1842,2.0
1843,4.0
1844,3.0
1845,0.0
1846,2.0
1847,7.0
1848,1.0
1849,5.0
1850,8.0
1851,5.0
1852,8.0
1853,8.0
1854,4.0
1855,7.0
1856,4.0
1857,3.0
1858,6.0
1859,5.0
1860,7.0
1861,3.0
1862,1.0
1863,6.0
1864,7.0
1865,1.0
1866,3.0
1867,1.0
1868,8.0
1869,8.0
1870,1.0
1871,5.0
1872,2.0
1873,2.0
1874,6.0
1875,9.0
1876,0.0
1877,2.0
1878,7.0
1879,2.0
1880,7.0
1881,4.0
1882,4.0
1883,9.0
1884,3.0
1885,0.0
1886,4.0
1887,5.0
1888,1.0
1889,4.0
1890,6.0
1891,9.0
1892,7.0
1893,6.0
1894,5.0
1895,0.0
1896,6.0
1897,1.0
1898,3.0
1899,8.0
1900,4.0
1901,0.0
1902,0.0
1903,0.0
1904,3.0
1905,7.0
1906,9.0
1907,8.0
1908,5.0
1909,9.0
1910,9.0
1911,1.0
1912,5.0
1913,0.0
1914,9.0
1915,1.0
1916,7.0
1917,9.0
1918,0.0
1919,8.0
1920,9.0
1921,0.0
1922,6.0
1923,9.0
1924,2.0
1925,4.0
1926,2.0
1927,1.0
1928,9.0
1929,4.0
1930,4.0
1931,8.0
1932,8.0
1933,6.0
1934,5.0
1935,6.0
1936,1.0
1937,3.0
1938,5.0
1939,9.0
1940,3.0
1941,9.0
1942,7.0
1943,0.0
1944,7.0
1945,6.0
1946,5.0
1947,8.0
1948,6.0
1949,6.0
1950,0.0
1951,7.0
1952,4.0
1953,5.0
1954,8.0
1955,7.0
1956,7.0
1957,8.0
1958,5.0
1959,5.0
1960,5.0
1961,5.0
1962,3.0
1963,6.0
1964,8.0
1965,3.0
1966,6.0
1967,1.0
1968,9.0
1969,8.0
1970,0.0
1971,9.0
1972,4.0
1973,4.0
1974,5.0
1975,8.0
1976,4.0
1977,0.0
1978,9.0
1979,3.0
1980,0.0
1981,9.0
1982,4.0
1983,6.0
1984,4.0
1985,0.0
1986,2.0
1987,0.0
1988,1.0
1989,7.0
1990,5.0
1991,9.0
1992,8.0
1993,7.0
1994,8.0
1995,6.0
1996,2.0
1997,0.0
1998,0.0
1999,3.0
2000,7.0
2001,8.0
2002,6.0
2003,1.0
2004,6.0
2005,7.0
2006,2.0
2007,5.0
2008,9.0
2009,7.0
2010,1.0
2011,1.0
2012,4.0
2013,1.0
2014,6.0
2015,6.0
2016,7.0
2017,0.0
2018,8.0
2019,4.0
2020,7.0
2021,0.0
2022,9.0
2023,4.0
2024,6.0
2025,2.0
2026,6.0
2027,7.0
2028,3.0
2029,2.0
2030,9.0
2031,6.0
2032,5.0
2033,2.0
2034,5.0
2035,8.0
2036,5.0
2037,6.0
2038,3.0
2039,2.0
2040,2.0
2041,7.0
2042,7.0
2043,3.0
2044,4.0
2045,9.0
2046,2.0
2047,8.0
2048,0.0
2049,2.0
2050,4.0
2051,0.0
2052,9.0
2053,4.0
2054,5.0
2055,8.0
2056,8.0
2057,9.0
2058,3.0
2059,3.0
2060,5.0
2061,9.0
2062,0.0
2063,7.0
2064,0.0
2065,5.0
2066,5.0
2067,2.0
2068,9.0
2069,1.0
2070,9.0
2071,9.0
2072,4.0
2073,6.0
2074,4.0
2075,6.0
2076,8.0
2077,9.0
2078,0.0
2079,0.0
2080,8.0
2081,2.0
2082,1.0
2083,6.0
2084,8.0
2085,2.0
2086,3.0
2087,0.0
2088,2.0
2089,5.0
2090,5.0
2091,7.0
2092,3.0
2093,3.0
2094,3.0
2095,9.0
2096,6.0
2097,2.0
2098,3.0
2099,4.0
2100,3.0
2101,7.0
2102,7.0
2103,9.0
2104,2.0
2105,6.0
2106,6.0
2107,9.0
2108,5.0
2109,8.0
2110,0.0
2111,6.0
2112,7.0
2113,4.0
2114,2.0
2115,2.0
2116,4.0
2117,0.0
2118,6.0
2119,2.0
2120,1.0
2121,4.0
2122,2.0
2123,6.0
2124,7.0
2125,5.0
2126,2.0
2127,7.0
2128,0.0
2129,6.0
2130,8.0
2131,2.0
2132,4.0
2133,4.0
2134,5.0
2135,7.0
2136,6.0
2137,8.0
2138,1.0
2139,4.0
2140,6.0
